course_name,unique_identifier,comment
Buffer Park Golf Course,28994-buffer-park-golf-course,"Friendly staff in the club house, which is a nice size but pretty bare bones inside. Easily the second best course I've played inside I-465 (Indianapolis - Brickyard is in its own league and the city munis are a significant step down from this). Worth the drive from downtown or the area if you're local or on your way to the airport as a getaway round."
Buffer Park Golf Course,28994-buffer-park-golf-course,Glad to see this diamond in the rough is still here. It's a great little course. Changing from whites to blues really changes how this course plays. Absolutely love it. Glad they are still here!
Buffer Park Golf Course,28994-buffer-park-golf-course,"Buffer Park seems like a well-kept secret in the Indy golf community. It's a well-maintained, beautiful course that's worth the price to play every time."
Buffer Park Golf Course,28994-buffer-park-golf-course,"Absolutely love this course. Can play 9 holes in 1:30 so it perfect for a quick game after work. Switching between the Blue and White tees changes a lot of how some of the obstacles come into play. Very well kept, slight issues with the irrigation system so some of the fairways are always wet. The staff is wonderful. I play here at least once a week."
Buffer Park Golf Course,28994-buffer-park-golf-course,I played here on oct 9th.The staff are very friendly and helpful and the condition of the course was spectacular! I would definitely recommend this course to friends and family and I will definitely be playing here again soon!
Buffer Park Golf Course,28994-buffer-park-golf-course,This is a great 9 hole course. Have played it several times now and enjoy it each time I play it. The course is in great condition and is priced right as well. The staff is friendly and makes you feel like a valued customer. Definitely worth playing and I highly recommend this course.
Buffer Park Golf Course,28994-buffer-park-golf-course,Course in great shape like very much playing this place
Buffer Park Golf Course,28994-buffer-park-golf-course,"Buffer Park is a 9 hole course essentially hidden on the south west side of Indianapolis just inside the 465 loop. It is the best 9 hole course I have ever played, and rumor has it to be one of the best 9 hole courses in the country. The layout is a perfect mix of challenging and good opportunities to make birdie. I liked all 9 of the holes, but the sixth hole is a gorgeous par 3. There was some water damage around the course and the greens were a bit pocked up or this would be a five star course. I will be back sooner than later!"
Buffer Park Golf Course,28994-buffer-park-golf-course,"Played Friday afternoon - it was a little hot, but ample sunshine and a little breezy."
Buffer Park Golf Course,28994-buffer-park-golf-course,"This course is almost always in perfect shape; they spend their money wisely and it's a reliable way to part with your money. Tees, fairways, rough are all fully grassed. Bunkers were in great shape, greens were solid as well. There are a few strategic bunkers to get you thinking off the tee. I like the routing, the site was formerly landfill and they use some elevation changes to keep it interesting. I think they blend challenges with some easier holes well."
Buffer Park Golf Course,28994-buffer-park-golf-course,"The par 5 opener sports a massive fairway, which helps you ease into your round. Most of the landing areas are pretty generous: the par 4 fourth is a short, gettable hole so fire away. The fifth can be a tester off the tee, but don't let the tee box point you in the wrong direction. No matter which tees you're playing, I think you should go up the back tees on the par 3 sixth; from there the holes is one of the best short holes in the Indy area. The last two home holes are a great tests; have fun getting your approach to the back of nine's green when the flag is there. Par on this one feels great."
Buffer Park Golf Course,28994-buffer-park-golf-course,"For the money, you can't get much better. The consistency in conditions makes this a great and reliable way to spend time on the course, usually under 2 hours."
Buffer Park Golf Course,28994-buffer-park-golf-course,First time at this course ever and the attendant at the front desk allowed me to use 4 irons 3 hybrids and a wedge and used balls without question. Carts are best around. REALLY BUSY on a Saturday and still was not pushed or pushing at all!!! The course is the best 9 hole course I have ever played!! it's hard enough to challenge a low/mid handicap player but to allow a high handicap enjoy there day. WIDE FAIRWAYS 2nd/3rd cuts are excellent greens are perfect and smooth. And the view is something else. WILL be my weekly course for a while. Only issue I had was there wasn't many commodities they have every ball and nice used balls but as of second hand clubs for sale as most courses have wasn't too many and they didn't have the price as the pro wasn't there!
Buffer Park Golf Course,28994-buffer-park-golf-course,Great 9hole gem where you would not expect a golf course to be. Great staff. Great value. Beautiful challenging course. Highly recommend.
Buffer Park Golf Course,28994-buffer-park-golf-course,"I have lived in indy for 10 years and I had never heard of this course. I played earlier today and I was amazed. The course is a nice setup and it is in fantastic shape. I have played the majority of the top tier courses in the region this summer and this course is in better shape than all of them. It's a 9 hole course, but if it were 18, it would be in the GCI, Trophy, Fort class. I was very impressed and it was a great deal for the $"
Buffer Park Golf Course,28994-buffer-park-golf-course,BP is always green and lush. I've played most of the courses in central Indiana and BP is one of the most enjoyable. It's not a difficult course but challenging enough to be interesting. People are always pleasantly surprised the first time they play this course. Not a country club setting but a very well maintained course.
Buffer Park Golf Course,28994-buffer-park-golf-course,"This golf course is always in pristine condition. Plush, challenging, great layout. highly RECOMMEDNDED. Best nine hole course you will play. Compares to the upper end 18 hole courses like Prairie View, Purgatory etc.."
Buffer Park Golf Course,28994-buffer-park-golf-course,This course is a great 9 hole course. Great looking golf holes. Well kept greens and fairways. Highly recommend.
Buffer Park Golf Course,28994-buffer-park-golf-course,"THIS COURSE WAS A VERY NICE SURPRISE. VERY CLEAN, AND A FUN COURSE TO PLAY. IMPRESSIVE."
Buffer Park Golf Course,28994-buffer-park-golf-course,"I recently was visiting my neice for the weekend and wanted to play a quick 9 holes of golf. I found this course so enjoyable I had to replay it. The course layout is quite nice. Relatively generous fareways but there is water that can come into play on several holes. This is not a cow pasture course (back and forth...side to side holes) but has a gentle rolling series of holes well laid out. Also, no condos or homes on the course and surrounded by trees. I have been playing golf for 25+ yrs and I would recommend it to anyone at any level of play."
Buffer Park Golf Course,28994-buffer-park-golf-course,Rob
Buffer Park Golf Course,28994-buffer-park-golf-course,"Been here several times, always have had excellent experiences, a amazing gentlemen by the name of Chuck runs counter during afternoon hours, i recently went last week evening ours and another older gent' ran the counter. He was very short, but no need to chat I got key and on my way. IT was raining, literally nobody on the course, so I was taking my time. He approached me after a hour of my play, and I first asked, How you doing sir!? He then said' not very good, you are taking too long to play, I then apologized and stated how I was only taking more time for there is nobody else on the course, He then went on to tell me how I dont know how to play the game of golf, (I shoot par, on a regular basis.) and I am wasting the courses money, and his personal money as well. I felt so uncomfortable I just wanted to grab my ball and leave right then, but I finished. The most rude encounter I have almost ever had for paying a business my money and feeling this way. Very disappointing in this disgruntled employee. I literally cannot believe that this happend, I am still very baffled by this a week later, and by no means complaining, i very much hope they notice this and correct the issue for the course is very nice, and the other employees running it are kind. Thank you."
Buffer Park Golf Course,28994-buffer-park-golf-course,I was pleasantly surprised at how well this course is maintained. Beautiful greens and fairways. Pretty friendly layout. Nice course.
Buffer Park Golf Course,28994-buffer-park-golf-course,"if u get a chance to play buffer park u will not regret it, very nice and maintained"
Buffer Park Golf Course,28994-buffer-park-golf-course,"Solid. This is surely one of the better 9 hole courses you are going to find. Me being a golfer on a budget though I never really play there. I was able to find a time on GN saving well over 50 percent for the 9 holes. Must have been a slow time becausone was really out there. Course is a challenge for the amatuer and in great shape. I wasn't a fan of the sandy greens though, your ball barely makes a divot and some putts that appear fast actually slow down. I would play again, but only at a large discounted price."
Buffer Park Golf Course,28994-buffer-park-golf-course,accuracy is a must at this nine hole layoutwell conditioned while allowing you to hit a variety of shots either in the air or on the ground
Buffer Park Golf Course,28994-buffer-park-golf-course,"This is the place for you. I have played this course at least a dozen times and find it just that, a championship 9 hole course. Every hole is beautiful with it's own special challenges, perhaps none more so than the par 3 6th. It plays about 175 from the elevated back tees across a water hazard that is a filled in quarry. The green is above rocks at the quarry's edge and below a tall berm that separates the course from active quarries. Don't think you are going to just another ""cow pasture"" 9 hole course. This place is the real deal."
Buffer Park Golf Course,28994-buffer-park-golf-course,I played this course twice this week. It's in excellent shape. Greens roll well and are moderate in speed. Staff is very friendly and helpful.
Buffer Park Golf Course,28994-buffer-park-golf-course,"Great 9 hole course. Challenging for all levels. Rough is tall, thick so stay out. But it is really a beautiful hidden gem"
Buffer Park Golf Course,28994-buffer-park-golf-course,"I played early afternoon. It rained the night before and in the morning. The course was in great condition. There was not much standing water on the course. Fairways and greens rolled great.Driving the ball you have to be accurate, but the course is not tricked up just because it's nine holes. If you play by yourself, like I did, you can play nine in about an hour."
Buffer Park Golf Course,28994-buffer-park-golf-course,course was in greaat shape it played will greens were fast but also in great shape fareways were well maintain had not play here in a long time but realy this round.
Buffer Park Golf Course,28994-buffer-park-golf-course,The staff at this course is very friendly and helpful. The course is very well maintained and very enjoyable to play.
Buffer Park Golf Course,28994-buffer-park-golf-course,Greens are just coming in after an unusually cold Spring and were slow-putting and a bit bumpy. Recent heavy rains have the fairways green and lush. Another two weeks or so of warm weather will turn the course into what I've come to expect.
Buffer Park Golf Course,28994-buffer-park-golf-course,"I always enjoy playing Buffer, and look forward to playing it again soon."
Buffer Park Golf Course,28994-buffer-park-golf-course,"I know that it's early in the golf season and last summer was dry and hot. That's why the putting surface has some bad spots. But it looks like it's growing in and will be ready to go soon.I would recommend this course to anyone wanting a challanging game of golf. The course has its own amen corner holes 5 par 4, 6 par 3, 7 par 5 water, sand, trees what a challange. You will have to see it to believe it. Fun Fun Fun!!!!"
Buffer Park Golf Course,28994-buffer-park-golf-course,"First time I''ve been to Buffer Park, and as soon as I got there I felt welcomed.. it was a slow day so only a couple people on the course, so playing it was fairly quick. Very beautiful course for it only being open a couple weeks..."
Buffer Park Golf Course,28994-buffer-park-golf-course,"I always enjoy my round here, fun yet challenging. The rough seemed a little long, but tee boxes, fairways, and greens in great shape. My only negative comment would be that our sand containers on our cart were empty, so we were unable to repair a couple of divots."
Buffer Park Golf Course,28994-buffer-park-golf-course,"Three tee locations for all skill levels, tee boxes, fairways and greens are in very good shape. The rough was medium length and the greens are fairly large with some undulation to them, at the time they were sand dressed. The course has a fair amount of fairway and green side bunkers with water on 3,5,6,7 and 9."
Buffer Park Golf Course,28994-buffer-park-golf-course,This is the BEST 9 hole course. The staff are really friendly and personal. The course is great for all handicap players. We play this course 4-5 times a month. I recomend any skill player to play here.
Buffer Park Golf Course,28994-buffer-park-golf-course,Golfnow offers and great price at excellant golf coarse. Since playing my first round there I have been a repeat customer. And I tell all of my golf buddies about Buffer Park and Golfnow.
Buffer Park Golf Course,28994-buffer-park-golf-course,This course is well maintained. The fairways are in great shape and the ball rolls straight and smooth on the greens. This is a challenging course with wooded areas or tall grasses along many fairways and water that can come into play on all but a few holes.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I always like to play there, link and traditional setup all in one!"
Bear Slide Golf Club,5681-bear-slide-golf-club,I loved the course as it is like playing two different courses between the front 9 links and back 9 mature trees and challenging holes. Best course I played in Indiana.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I've played Bearslide ever since it opened and I've never seen the golf course in better shape. Tees, fairways, and greens were pristine. The 1st cut rough was challenging but, playable. Hats off to the the GC Superintendent and grounds crew for excellent quality of workmanship!"
Bear Slide Golf Club,5681-bear-slide-golf-club,Beautiful course in great condition! Greens are smaller than I’m used to but nice and fast. Will definitely play here again as it is one of the better courses in the area.
Bear Slide Golf Club,5681-bear-slide-golf-club,$61 for a “deal” at 2:12??? $102 for regular greens fees?? No sir. Won’t be back.
Bear Slide Golf Club,5681-bear-slide-golf-club,Course is in great shape. Front 9 and back 9 are different courses
Bear Slide Golf Club,5681-bear-slide-golf-club,Good and moderately challenging public course. Conditions were ideal and the course was in very good shape. You cant just wing it around the course. Being tactical helps
Bear Slide Golf Club,5681-bear-slide-golf-club,"Gorgeous property. Like a nature preserve! Course layout is dynamite. It’s expensive for a course with no GPS on cart, no cart girl and no water available on course. Tough on hot days."
Bear Slide Golf Club,5681-bear-slide-golf-club,The course has always been a great course. Great condition. They used to have a good senior rate. Not anymore. $62 senior rate and no water on course and no beverage cart. I probably will not return because of the cost. There are several comparable courses in the area that have senior rates around $40.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I coach golf and index between 5-10, depending on practice / injuries.This is probably my fav now in/near Hamilton Cty.My only complaint is the course is always over-watered and plays soft from tee to green. Greens are just right and probably best in town.Based on all factors the best upscale plays on Northside of Indy:T1 BearslideT1 Trophy Club3. PurgatoryGC4. Prairie View5. The FortOverrated: The Fort & Prairie ViewUnderrated: Fox PrairieGrossly overpriced: BrickyardModerately overpriced: Prairie View & The Fort & Plum CreekMost of the Hugh end public options should be kept and maintained “Firm & Fast”, but sadly few to none are.You want a SLOW round go to the Fort, an overpriced round go to Brickyard, The most fun round - Trophy ClubSadly, “GROW THE GAME” has ruined it ….. now, it’s spring break at every course …..You want to wear beachware, grape smugglers, smediums …… go to the beach, NOT the courseYou want to listen to music go to a concert or use headphones - DO NOT assume those around you want to hear whatever your ADD ears desireIf your group is pacing any bit over 4 hours, let people play through. Keeping up with slow play in front of you means your play is slow and you are part of the problemThumbs up on Bearslide"
Bear Slide Golf Club,5681-bear-slide-golf-club,"Bear slide is a bit of a schizophrenic spot w the front feeling like a pure links course and the back more like Michigan golf. Both sides are fun and fair although the back has some a few quirky holes for the first timer. Generally speaking, course was immaculate, especially for late Sept. Absolutely no complaints on that side. Greens fast, fairways in good shape etc. I’d play it again."
Bear Slide Golf Club,5681-bear-slide-golf-club,Another gem of a round. Course was great as usual!
Bear Slide Golf Club,5681-bear-slide-golf-club,This place never disappoints! Great course and great staff.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I've always loved this course and try to play it whenever I'm in the area, but I was blown away with the condition of the course this most recent time I played. The greens were some of the best I've played in the Indy area all year. There are lots of sand traps and some don't seem easy to maintain, but they were all perfect. Fairways and rough were also in great shape. My buddies and I were so impressed I told them on the 17th tee that I'm going to have to leave them a review because the course was amazing. A must play whenever you're in the area!"
Bear Slide Golf Club,5681-bear-slide-golf-club,Awesome layout and challenging course with a lot of variety
Bear Slide Golf Club,5681-bear-slide-golf-club,"In great shape, good layout, exceedingly friendly staff. You cant find anything on this level for this price in Los Angeles, I can assure you. Only reason I gave a 4 is because I'll play Sawgrass someday and I have to reserve a 5 for that. But, gimme great 4s like this for under $60 all day long and I'll never complain. I played all 9 Indianapolis courses that appear on every ranking for the city and this is in the Top 3-4, easily. Also, it's just far enough North of Indy to be really quiet out there. Just a joy of a round."
Bear Slide Golf Club,5681-bear-slide-golf-club,"Challenging course, some blind shots. Worth the trip.Twosome played in under 3.5 hours"
Bear Slide Golf Club,5681-bear-slide-golf-club,We’ve played Bear Slide before and enjoy it. This day course was in good shape and pace of play was good. Staff really makes you feel at home on the course.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I enjoyed putting as most all of the greens putted true and were fast. The carts and cart paths get a ""D"" as they are in very bad shape. Trees need to be cut back and low maintenance was observable.I'll be back as I enjoy this course."
Bear Slide Golf Club,5681-bear-slide-golf-club,Golf carts are dated for this level of course. The pro shop staff seemed bothered we were there. No energy or smiles. Our cart died on hole 4.. the guys that came to replace it where great ! Still one of the best tracks in Indy area .
Bear Slide Golf Club,5681-bear-slide-golf-club,Best course in the area hands down. Greens were in perfect shape. Loved the speed of the greens.
Bear Slide Golf Club,5681-bear-slide-golf-club,Good shape. Cart paths have had some needed strip patching. Bunkers had plenty of sand. Green we’re fair and reasonable.
Bear Slide Golf Club,5681-bear-slide-golf-club,I came down from Michigan with my 16 year daughter for another event and decided to play here the day before.We loved the course and had a great day- Thanks!!!
Bear Slide Golf Club,5681-bear-slide-golf-club,"I play dozens of courses in the area and Bear Slide is the best. Thanks to GOLFNOW I usually find a good rate but would pay regular fee for the pleasure.Two different nines challenge players to use all clubs, the conditions are incredible and the staff is top notch"
Bear Slide Golf Club,5681-bear-slide-golf-club,They need a cart person on the course and bathrooms for women
Bear Slide Golf Club,5681-bear-slide-golf-club,Really enjoyed playing Bear Slide. Great course and friendly staff.
Bear Slide Golf Club,5681-bear-slide-golf-club,"The course is challenging but fun to play. Lots of hills, slopes, water, trees and rough. The course was not maintained as well as I remember in the past but that's probably due to staffing and increase in supply/gas issues. The staff was very friendly and easy going. The carts are nearing their end of life and do not have GPS. But the environment is scenic with lots of wildlife. It was not very crowded and the tee time special made it very affordable."
Bear Slide Golf Club,5681-bear-slide-golf-club,One of the best courses in Indiana! Absolutely love the pace of play and challenge of play. Try to play here at least 5 times a year and it never gets old!
Bear Slide Golf Club,5681-bear-slide-golf-club,Loved the back nine. The day we went was cart path only play. Greens were perfect. Groundskeeper hole placement was well throughout.
Bear Slide Golf Club,5681-bear-slide-golf-club,"Played on a 50 degree day. No one out there. Great course. Will play again. Golf now , I got it for 40 bucks."
Bear Slide Golf Club,5681-bear-slide-golf-club,Course layout is not the greatest. Very tiny greens. A few holes have bad landing zones off of the tee. You basically have to layup or you will be landing in rough because the fairways end.Amenities aren’t good at all compared to other courses in area.You drive in and there are course rating signs that seem outdated. They may need an updated review of what’s being advertised.Overall not worth the drive from city.
Bear Slide Golf Club,5681-bear-slide-golf-club,Cart path only but course was extremely playable. Course is worth the drive.
Bear Slide Golf Club,5681-bear-slide-golf-club,The course is in great shape. Great practice areas and the pace on Friday was perfect. The greens are fast! This is a hard course
Bear Slide Golf Club,5681-bear-slide-golf-club,Golf now for the win again. 35 bucks for a round. Def play again when another deal comes along.
Bear Slide Golf Club,5681-bear-slide-golf-club,Course is in great shape. Greens running fast. It's worth the drive for that price!
Bear Slide Golf Club,5681-bear-slide-golf-club,"The green conditions are a 50/50 shot. This go around, greens were hard as a rock. Had multiple wedges from 100-145 yards out that would land short…bounce 6-7 feet in the air and roll 10-15 feet . A little frustrating."
Bear Slide Golf Club,5681-bear-slide-golf-club,Found a good deal on GolfNow. Paired up w some others. A couple really slow players a few groups ahead but not the end of the world. Course was pretty good for this time of year. Recently aerated but not too bad at all. Love the course and layout!
Bear Slide Golf Club,5681-bear-slide-golf-club,"Even though it was late November, the course was still in great condition. Fairways were plush, and the greens rolled well. This is one of my favorite courses in Indiana. It is challenging, but fun to play. I highly recommend Bear Slide."
Bear Slide Golf Club,5681-bear-slide-golf-club,"Group ahead of us was extremely rude. Intentionally drove two balls and slowed down pace of play. No amenities on a “top rated course.” There was no water on the course and no cart girl. For a course that is so highly rated, I feel like it should at least have some amenities. Don’t waste your money here. Go to The Fort."
Bear Slide Golf Club,5681-bear-slide-golf-club,ProsOverall course conditions very goodGood layoutPrice is good at less then 45 dollarsConCourse placed a walker with usNice guy but couldn’t keep pace
Bear Slide Golf Club,5681-bear-slide-golf-club,"I played the Bear Slide with two other friends on 08/31/21. This course is divided into two completely different style nines. The front nine is a links style course and the back is mostly a parkland course with a touch of links. There are more trees on the back nine, but you will feel the wind more on the front. It was my first time playing this course and looking back I would have played a few holes differently. I would highly suggest getting a yardage book for the first timers. You have blind shots on three different holes. On hole number 10 you will need a long tee shot (depending on how far you can drive the ball) to make the green in two. On hole number 11, your tee shot must be on the left side of the fairway, towards the bunker, or you will be blocked out by trees on the right side of the fairway (Like I was). The greens rolled nice and had a decent pace to them. The whole course is in excellent shape. The staff was very friendly and professional. If you are in the area, I would highly recommend that you play this course. I will definitely be back to play it. Awesome course!"
Bear Slide Golf Club,5681-bear-slide-golf-club,Bearslide is always in spectacular shape and the course is really fun to play and is in my top 5 courses to play
Bear Slide Golf Club,5681-bear-slide-golf-club,Course is in really good shape. Fairways are like carpet. Greens are fast but in good shape. Definitely would play again.
Bear Slide Golf Club,5681-bear-slide-golf-club,It had been a few years since I’d played and took my two boys. The course was great and the experience was memorable for all of us.It was a great challenging course and we’ll be back soon.
Bear Slide Golf Club,5681-bear-slide-golf-club,Great course amazing layout will definitely be back. Nice and spread out nit crowded like some of the courses closer to the city.
Bear Slide Golf Club,5681-bear-slide-golf-club,Beautiful golf course which challenges all aspects of your game. Phenomenal value.
Bear Slide Golf Club,5681-bear-slide-golf-club,Love the layout. The course was in great condition. Tests every part of your game. Fantastic public course.
Bear Slide Golf Club,5681-bear-slide-golf-club,A little slow on a holiday weekend but not bad. Course was in great shape!
Bear Slide Golf Club,5681-bear-slide-golf-club,Played behind INdiana am qualifier. They was a delay but we has warmup balls and was able to get on course in ña timely manner
Bear Slide Golf Club,5681-bear-slide-golf-club,Really challenging for the first time out but it was a really great test. Price was such great value for a course that’s easily one of the best in the state. Can’t wait to play again!
Bear Slide Golf Club,5681-bear-slide-golf-club,"What a challenging course...Get the ""Course Guide "" booklet from the Pro shop...if you're a ""1st timer ""....Precision shots rewarded ! Bring an extra golf ball...or 5 ! Need to play it at least twice to appreciate & score good...."
Bear Slide Golf Club,5681-bear-slide-golf-club,"There's little to find fault with Bear Slide. The course is in perfect condition, plenty of challenge and excellent layout. Well managed and staff is friendly."
Bear Slide Golf Club,5681-bear-slide-golf-club,This course is a little bit of a challenge but you can still score well. Greens are relatively fast for around here. Pace of play was excellent.
Bear Slide Golf Club,5681-bear-slide-golf-club,It’ seems like the par 4’s were perhaps the longest I’ve played yet so challenging yet so much fun
Bear Slide Golf Club,5681-bear-slide-golf-club,Green conditions excellent. Overall great course and value. Few rough spots in/around tee boxes. Overall one of best courses I’ve played in central Indiana.
Bear Slide Golf Club,5681-bear-slide-golf-club,"Tees, fairways and greens were in great shape. I found the layout to be one of the best public courses in Indiana due to the great character. Only issue is cart-path only and some were in bad condition. I'll be back."
Bear Slide Golf Club,5681-bear-slide-golf-club,"It would have been nice when we checked in if they would have told us their water supply was contaminated with E.coli or even had a couple signs up other then just one on the men's bathroom mirror above one sink. I'm 5,11 not tall but the sign was above my eye line."
Bear Slide Golf Club,5681-bear-slide-golf-club,And it shows. Challenging. Rewards good shots and penalizes bad ones
Bear Slide Golf Club,5681-bear-slide-golf-club,This course is BEAUTIFUL. If you are close to the area you need to stop and play. Well worth the money just STUNNING.
Bear Slide Golf Club,5681-bear-slide-golf-club,Fairways and tee boxes were in great shape. Greens were slow because they had recently been aerated. I'd expect the greens to be rolling great again by mid-April. The layout is one of the best public courses in Indiana easily. So much character. I'll be back again soon.
Bear Slide Golf Club,5681-bear-slide-golf-club,"Course is open, call 317-984-3837 for tee times. Golf Now is intentionally misleading as they are not getting their cut of the tee times to sell as Hot Deals."
Bear Slide Golf Club,5681-bear-slide-golf-club,The golf course is NOT closed for renovation. Call the pro shop for tee times.
Bear Slide Golf Club,5681-bear-slide-golf-club,"Beautiful course, a little muddy when I played. Definitely play it again"
Bear Slide Golf Club,5681-bear-slide-golf-club,"Bear Slide can be a tricky layout, but is a fair test of golf. Play it. You won’t be sorry. Greens had been aerified, and all had recovered, except 16, which they have always had problems with. Chilly day, but the lady at the turn made us some fantastic hot chocolate!!"
Bear Slide Golf Club,5681-bear-slide-golf-club,"Very nice golf course. The only complaint is that we had a 4some and two 2somes in front of us and they weren’t budging, so we were very backed up on the front nine, on a rainy day, at 10am. Besides that, staff was friendly, course was beautiful. Highly recommend."
Bear Slide Golf Club,5681-bear-slide-golf-club,Amazing course just felt like the golf carts could be updated and the cart path was potholed.
Bear Slide Golf Club,5681-bear-slide-golf-club,"The service and snack bar are very well managed and efficient. The course itself is always in tip top shape. Regardless if your are in the middle of a 60 consecutive day drought, or it is raining, or you are playing in late November, their maintenance staff makes the course perfect every time. The also have an excellent green fee for seniors. I play all over central Indiana and Bear Slide rates up there with the best."
Bear Slide Golf Club,5681-bear-slide-golf-club,"Challenging course but fair. Front and back nines are entirely different, with front more links style and back more traditional. Greens were excellent and rolled true, and fairways were in perfect shape."
Bear Slide Golf Club,5681-bear-slide-golf-club,"I've played here for years. The staff, course & beauty speaks volumes! Mark Wisman is the PRO such a great professional, he will help in any way from a simple lesson to planning an event outing for 100+ After playing here, if you""re bot impressed, chances are, nothing will!"
Bear Slide Golf Club,5681-bear-slide-golf-club,"Was a fun course to play. The only draw back was when we checked in, we were informed it was cart path only and greens were recently aerated. Unfortunate for us, because this course is truely a BEAR under these conditions Course was wet, causing the course to play longer, and requiring a lot more waking then if we would have had a pull cart. The course was in excellent condition except for being wet and recently aerated, has a great layout and was fun to play. Look forward to play it again when course conditions are dryer and green are normal."
Bear Slide Golf Club,5681-bear-slide-golf-club,We went on a very raining morning and the course was still in great shape. There were a few wet spots obviously but that can’t be helped with the amount of rain the night before.
Bear Slide Golf Club,5681-bear-slide-golf-club,"The course conditions were still amazing and the combination of a great layout, elevation change, and some tricky hazards really made for a wonderful round of golf."
Bear Slide Golf Club,5681-bear-slide-golf-club,I highly recommend this course to anyone and will most certainly be back.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I realize that it's the time of the year for aerification and top-dressing, but when we were charged $75 per player when we booked online, I thought maybe they had not started theirs yet. We were very disappointed to pay a premium price for less than premium conditions."
Bear Slide Golf Club,5681-bear-slide-golf-club,I have always been a huge fan of this course and the variety of holes it offers; just disappointed that the first timers in my group did not have the opportunity to experience the table greens it usually has to offer. I don't know of a course that doesn't offer discounts immediately following aerification.
Bear Slide Golf Club,5681-bear-slide-golf-club,"The course could use a Marshall. We waited on every shot. There were at least two holes open ahead of the group in front of us. Except for that, it was a very enjoyable round. All the staff we interacted with was great. I played the course five years ago and it is every bit as nice now as it was then. I would absolutely recommend this course to the better than average golfers."
Bear Slide Golf Club,5681-bear-slide-golf-club,"Course was generally in good shape, but Very wet in some places. Need to work on their drainage in some fairways."
Bear Slide Golf Club,5681-bear-slide-golf-club,"It is a scenic course in excellent condition, especially at this time of year. Extremely challenging; a shot makers course. The layout of the back nine is very contrived. It seems like they really struggled with the topography."
Bear Slide Golf Club,5681-bear-slide-golf-club,This course is just perfection. Wonderful links style front nine with a back nine that's more of what you would see in America.
Bear Slide Golf Club,5681-bear-slide-golf-club,It's well-maintained. Pace of play is excellent. Overall one of the best courses to play in Central Indiana.
Bear Slide Golf Club,5681-bear-slide-golf-club,"Not sure I've ever seen the fairways in as pristine shape as today. Greens soft . . . maybe too much so? Regardless, this is my favorite piece of property in the state of IN. Walking in mid to upper 80s was a workout but we were ready for it. The closing holes were the tough stretch to walk."
Bear Slide Golf Club,5681-bear-slide-golf-club,Love this course set up with the front nine a links style course to the back side like a western (US) golf course. Plenty of tee options for the difficulty level you would like. Greens and fairways in great condition. Even in the world of covid the bunkers were in great condition.
Bear Slide Golf Club,5681-bear-slide-golf-club,"My wife and I played today and absolutely loved Bear Slide. Challenging yet fair. Wonderful condition and an amazing value. Highly recommend! Messed up the last 3 holes...B,B DB still shot 77. Thanks Bear Slide for a 3 hr round!"
Bear Slide Golf Club,5681-bear-slide-golf-club,J Wilhems
Bear Slide Golf Club,5681-bear-slide-golf-club,Course was cart path only today. Many fairways were soggy. The greens were in good shape so not sure why they were painted .The course would have been much better if played with drier conditions.
Bear Slide Golf Club,5681-bear-slide-golf-club,"I've played the course several time. I enjoy the contrast between front 9 and the back 9. The back 9 is more wooded and the front 9 is a little more links style. If I had one pet peeve there's a couple holes where you can be in the fairway and not have a very good shot at the green. If I hit the fairway I don't think I should need to hit a 30 yard hook to hit the green. That's being nit picky though, it's a nice golf course and I'll for sure be back."
Bear Slide Golf Club,5681-bear-slide-golf-club,This course was a great course for someone like me who golfs casually. Playing from the White tees allowed for some mistakes off the tee but didn't punish to the point of frustration.
Bear Slide Golf Club,5681-bear-slide-golf-club,"There are some very fun, challenging holes with some very pretty back drops on the back 9. Great course."
Bear Slide Golf Club,5681-bear-slide-golf-club,"Course was in nice condition. Love the practice area for both long range and short game areas. Being a senior, the rate is a nice value as well."
Bear Slide Golf Club,5681-bear-slide-golf-club,"This course has a beautiful mix of links and parkland style holes. There are some good elevation changes with bunkers and hazards strategically placed. Course conditioning was excellent. The greens rolled true and at a good pace with just the right amount of nuances to keep you guessing. The staff was friendly & professional. The only negative is that the clubhouse is showing its age and doesn't appear to have been updated in a very long time if ever. However, the rear deck provides a great view overlooking the finishing holes and is a nice place to gather for a post-round beverage. A great overall experience and a must play when in the Indianapolis area."
Bear Slide Golf Club,5681-bear-slide-golf-club,"My only knock on this course was pace of play. There are a couple of choke points on the course, HOWEVER there were two rangers out there today pushing play and we played in just under 4 hours. I don’t expect guys to run to their ball but of you are a 30 handicapper 7 practice swings isn’t going to help."
Bear Slide Golf Club,5681-bear-slide-golf-club,Test your golf skills. A mistake costs you.Rewards are good. Good men’s club and practice facilities.
Bear Slide Golf Club,5681-bear-slide-golf-club,I play Bear Slide 8 to 10 times a year. The course is always in great shape with excellent greens. It is challenging yet very playable and has resulted in some of my best and worst scores.
